开始日期,结束日期,开奖时间,共计勤劳积分,获得勤劳积分的会员数,最高勤劳积分,最低勤劳积分
2016-05-27 00:00:00,2016-05-27 20:20:00,2016-05-27 20:20:00,1191,29,21,1
